genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1758				Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) / Biotin carboxyl carrier protein of acetyl-CoA carboxylase	6.3.4.14	Biotin carboxylase	00061	Fatty acid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1759				Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1759				Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1759				Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1759				Biotin operon repressor / Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	6.3.4.9	Biotin--[methylmalonyl-CoA-carboxytransferase] ligase	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1761				2,5-diamino-6-ribitylamino-pyrimidinone 5-phosphate deaminase, archaeal (EC 3.5.4.-)	3.5.4.-	In cyclic amidines	00791	Atrazine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1768				Lactyl (2) diphospho-(5')guanosine:7,8-didemethyl-8-hydroxy-5-deazariboflavin 2-phospho-L-lactate transferase (EC 2.7.8.28)	2.7.8.28	2-phospho-L-lactate transferase	00680	Methane metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1773				Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	3.1.4.46	Glycerophosphodiester phosphodiesterase	00564	Glycerophospholipid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.2	Acetyl-CoA carboxylase	00061	Fatty acid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.2	Acetyl-CoA carboxylase	00253	Tetracycline biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.2	Acetyl-CoA carboxylase	00620	Pyruvate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.2	Acetyl-CoA carboxylase	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.2	Acetyl-CoA carboxylase	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00630	Glyoxylate and dicarboxylate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1776				Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2) / Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2); Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	6.4.1.3	Propionyl-CoA carboxylase	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1782				Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00020	Citrate cycle (TCA cycle)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1782				Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1782				Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00660	C5-Branched dibasic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1782				Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1783				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00020	Citrate cycle (TCA cycle)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1783				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00640	Propanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1783				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00660	C5-Branched dibasic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1783				Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	6.2.1.5	Succinate--CoA ligase (ADP-forming)	00720	Reductive carboxylate cycle (CO2 fixation)
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1790				Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	2.4.2.18	Anthranilate phosphoribosyltransferase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1791				Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5.3.1.24	Phosphoribosylanthranilate isomerase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1792				Anthranilate synthase, aminase component (EC 4.1.3.27)	4.1.3.27	Anthranilate synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1793				Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	4.1.3.27	Anthranilate synthase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1797				Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00230	Purine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1797				Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00240	Pyrimidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1797				Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1.17.4.1	Ribonucleoside-diphosphate reductase	00480	Glutathione metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1815				NADP-dependent malic enzyme (EC 1.1.1.40)	1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	00620	Pyruvate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1815				NADP-dependent malic enzyme (EC 1.1.1.40)	1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	00710	Carbon fixation in photosynthetic organisms
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00010	Glycolysis / Gluconeogenesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00071	Fatty acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00260	Glycine, serine and threonine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00625	Tetrachloroethene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00626	Naphthalene and anthracene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00830	Retinol metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00980	Metabolism of xenobiotics by cytochrome P450
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1823				Alcohol dehydrogenase (EC 1.1.1.1)	1.1.1.1	Alcohol dehydrogenase	00982	Drug metabolism - cytochrome P450
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1835				Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	00072	Synthesis and degradation of ketone bodies
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1835				Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	00280	Valine, leucine and isoleucine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1835				Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	00650	Butanoate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1835				Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	2.3.3.10	Hydroxymethylglutaryl-CoA synthase	00900	Terpenoid backbone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1850				Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	2.1.2.10	Aminomethyltransferase	00260	Glycine, serine and threonine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1850				Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	2.1.2.10	Aminomethyltransferase	00670	One carbon pool by folate
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1850				Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	2.1.2.10	Aminomethyltransferase	00910	Nitrogen metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1852				Glycine dehydrogenase [decarboxylating] (glycine cleavage system P1 protein) (EC 1.4.4.2)	1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	00260	Glycine, serine and threonine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1853				Glycine dehydrogenase [decarboxylating] (glycine cleavage system P2 protein) (EC 1.4.4.2)	1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	00260	Glycine, serine and threonine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1862				ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase	00860	Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1868				Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	2.4.1.129	Peptidoglycan glycosyltransferase	00550	Peptidoglycan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1868				Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00310	Lysine degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1868				Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00550	Peptidoglycan biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1868				Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1879				Lactoylglutathione lyase (EC 4.4.1.5)	4.4.1.5	Lactoylglutathione lyase	00620	Pyruvate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00340	Histidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00380	Tryptophan metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00901	Indole alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00950	Isoquinoline alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1899				Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	4.1.1.28	Aromatic-L-amino-acid decarboxylase	00965	Betalain biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00231	Puromycin biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00592	alpha-Linolenic acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00633	Trinitrotoluene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00780	Biotin metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00860	Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00950	Isoquinoline alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	00981	Insect hormone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.-.-.-	Oxidoreductases	01057	Biosynthesis of type II polyketide products
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1900				Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)	1.5.1.34	6,7-dihydropteridine reductase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1902				NAD kinase (EC 2.7.1.23)	2.7.1.23	NAD(+) kinase	00760	Nicotinate and nicotinamide metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1904				Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1904				Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1921				Nitrite reductase probable [NAD(P)H] subunit (EC 1.7.1.4)	1.7.1.4	Nitrite reductase (NAD(P)H)	00910	Nitrogen metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1927				Phytoene desaturase (EC 1.14.99.-)	1.14.99.-	Miscellaneous (requires further characterization)	00351	1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1927				Phytoene desaturase (EC 1.14.99.-)	1.14.99.-	Miscellaneous (requires further characterization)	00626	Naphthalene and anthracene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1931				Homoserine kinase (EC 2.7.1.39)	2.7.1.39	Homoserine kinase	00260	Glycine, serine and threonine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1936				Adenylate cyclase (EC 4.6.1.1)	4.6.1.1	Adenylate cyclase	00230	Purine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1940				Isochorismatase (EC 3.3.2.1)	3.3.2.1	Isochorismatase	01053	Biosynthesis of siderophore group nonribosomal peptides
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1949				Hypothetical domain / Phytyl-phosphate kinase (EC 2.7.4.-)	2.7.4.-	Phosphotransferases with a phosphate group as acceptor	00983	Drug metabolism - other enzymes
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1950				Undecaprenyl diphosphate synthase (EC 2.5.1.31)	2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	00900	Terpenoid backbone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1965				6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)	4.1.2.50	6-carboxytetrahydropterin synthase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1966				7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)	4.3.99.3	7-carboxy-7-deazaguanine synthase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1967				7-cyano-7-deazaguanine synthase (EC 6.3.4.20)	6.3.4.20	7-cyano-7-deazaguanine synthase	00790	Folate biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00130	Ubiquinone and other terpenoid-quinone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00253	Tetracycline biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00340	Histidine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00350	Tyrosine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00360	Phenylalanine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00380	Tryptophan metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00450	Selenoamino acid metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00522	Biosynthesis of 12-, 14- and 16-membered macrolides
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00624	1- and 2-Methylnaphthalene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00627	1,4-Dichlorobenzene degradation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00860	Porphyrin and chlorophyll metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00940	Phenylpropanoid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00941	Flavonoid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00942	Anthocyanin biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00950	Isoquinoline alkaloid biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00981	Insect hormone biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01051	Biosynthesis of ansamycins
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1968				Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01057	Biosynthesis of type II polyketide products
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.1972				Glucan 1,4-alpha-glucosidase (EC 3.2.1.3)	3.2.1.3	Glucan 1,4-alpha-glucosidase	00500	Starch and sucrose metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2002				Threonyl-tRNA synthetase (EC 6.1.1.3)	6.1.1.3	Threonine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2003				4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	2.4.1.25	4-alpha-glucanotransferase	00500	Starch and sucrose metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2019				Glutamate--cysteine ligase archaeal (EC 6.3.2.2)	6.3.2.2	Glutamate--cysteine ligase	00480	Glutathione metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2021				Phosphopantetheine adenylyltransferase, type II eukaryotic (EC 2.7.7.3)	2.7.7.3	Pantetheine-phosphate adenylyltransferase	00770	Pantothenate and CoA biosynthesis
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2032				Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	6.3.4.13	Phosphoribosylamine--glycine ligase	00230	Purine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2036				Cysteine synthase (EC 2.5.1.47)	2.5.1.47	Cysteine synthase	00270	Cysteine and methionine metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2036				Cysteine synthase (EC 2.5.1.47)	2.5.1.47	Cysteine synthase	00920	Sulfur metabolism
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2040				Polyphosphate kinase (EC 2.7.4.1)	2.7.4.1	Polyphosphate kinase	00190	Oxidative phosphorylation
1526048.3	Haloferax sp. Q22	fig|1526048.3.peg.2041				S-adenosylmethionine synthetase, archaeal (EC 2.5.1.6)	2.5.1.6	Methionine adenosyltransferase	00270	Cysteine and methionine metabolism
