# Assembly name:  ASM366277v1
# Organism name:  Candidatus Thorarchaeota archaeon (archaea)
# Isolate:  B59_G1
# Taxid:          2053491
# BioSample:      SAMN09214824
# BioProject:     PRJNA362212
# Submitter:      The University of Texas at Austin
# Date:           2018-10-15
# Assembly type:  na
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    QMYS01
# Assembly method: megahit v. 1.0.6
# Expected final version: yes
# Genome coverage: 63.7342256214149x
# Sequencing technology: Illumina HiSeq
# Excluded from RefSeq: derived from metagenome; genus undefined
# GenBank assembly accession: GCA_003662775.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_003662795.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
B59_Guay1_scaffold_73860	unplaced-scaffold	na	na	QMYS01000455.1	<>	na	Primary Assembly	2115	na
B59_Guay1_scaffold_73876	unplaced-scaffold	na	na	QMYS01000456.1	<>	na	Primary Assembly	2115	na
B59_Guay1_scaffold_73887	unplaced-scaffold	na	na	QMYS01000457.1	<>	na	Primary Assembly	2115	na
B59_Guay1_scaffold_74030	unplaced-scaffold	na	na	QMYS01000458.1	<>	na	Primary Assembly	2112	na
B59_Guay1_scaffold_74061	unplaced-scaffold	na	na	QMYS01000459.1	<>	na	Primary Assembly	2112	na
B59_Guay1_scaffold_74206	unplaced-scaffold	na	na	QMYS01000460.1	<>	na	Primary Assembly	2110	na
B59_Guay1_scaffold_74405	unplaced-scaffold	na	na	QMYS01000461.1	<>	na	Primary Assembly	2107	na
B59_Guay1_scaffold_74523	unplaced-scaffold	na	na	QMYS01000462.1	<>	na	Primary Assembly	2105	na
B59_Guay1_scaffold_74556	unplaced-scaffold	na	na	QMYS01000463.1	<>	na	Primary Assembly	2104	na
B59_Guay1_scaffold_74610	unplaced-scaffold	na	na	QMYS01000464.1	<>	na	Primary Assembly	2104	na
B59_Guay1_scaffold_74655	unplaced-scaffold	na	na	QMYS01000465.1	<>	na	Primary Assembly	2103	na
B59_Guay1_scaffold_74751	unplaced-scaffold	na	na	QMYS01000466.1	<>	na	Primary Assembly	2101	na
B59_Guay1_scaffold_74905	unplaced-scaffold	na	na	QMYS01000467.1	<>	na	Primary Assembly	2099	na
B59_Guay1_scaffold_75077	unplaced-scaffold	na	na	QMYS01000468.1	<>	na	Primary Assembly	2096	na
B59_Guay1_scaffold_75112	unplaced-scaffold	na	na	QMYS01000469.1	<>	na	Primary Assembly	2096	na
B59_Guay1_scaffold_75115	unplaced-scaffold	na	na	QMYS01000470.1	<>	na	Primary Assembly	2096	na
B59_Guay1_scaffold_75131	unplaced-scaffold	na	na	QMYS01000471.1	<>	na	Primary Assembly	2095	na
B59_Guay1_scaffold_75183	unplaced-scaffold	na	na	QMYS01000472.1	<>	na	Primary Assembly	2095	na
B59_Guay1_scaffold_75301	unplaced-scaffold	na	na	QMYS01000473.1	<>	na	Primary Assembly	2093	na
B59_Guay1_scaffold_75322	unplaced-scaffold	na	na	QMYS01000474.1	<>	na	Primary Assembly	2093	na
B59_Guay1_scaffold_75334	unplaced-scaffold	na	na	QMYS01000475.1	<>	na	Primary Assembly	2093	na
B59_Guay1_scaffold_75423	unplaced-scaffold	na	na	QMYS01000476.1	<>	na	Primary Assembly	2091	na
B59_Guay1_scaffold_75435	unplaced-scaffold	na	na	QMYS01000477.1	<>	na	Primary Assembly	2091	na
B59_Guay1_scaffold_75511	unplaced-scaffold	na	na	QMYS01000478.1	<>	na	Primary Assembly	2090	na
B59_Guay1_scaffold_75618	unplaced-scaffold	na	na	QMYS01000479.1	<>	na	Primary Assembly	2088	na
B59_Guay1_scaffold_75787	unplaced-scaffold	na	na	QMYS01000480.1	<>	na	Primary Assembly	2086	na
B59_Guay1_scaffold_76179	unplaced-scaffold	na	na	QMYS01000481.1	<>	na	Primary Assembly	2080	na
B59_Guay1_scaffold_76374	unplaced-scaffold	na	na	QMYS01000482.1	<>	na	Primary Assembly	2077	na
B59_Guay1_scaffold_76429	unplaced-scaffold	na	na	QMYS01000483.1	<>	na	Primary Assembly	2077	na
B59_Guay1_scaffold_76882	unplaced-scaffold	na	na	QMYS01000484.1	<>	na	Primary Assembly	2070	na
B59_Guay1_scaffold_76897	unplaced-scaffold	na	na	QMYS01000485.1	<>	na	Primary Assembly	2070	na
B59_Guay1_scaffold_76970	unplaced-scaffold	na	na	QMYS01000486.1	<>	na	Primary Assembly	2069	na
B59_Guay1_scaffold_77071	unplaced-scaffold	na	na	QMYS01000487.1	<>	na	Primary Assembly	2067	na
B59_Guay1_scaffold_77129	unplaced-scaffold	na	na	QMYS01000488.1	<>	na	Primary Assembly	2066	na
B59_Guay1_scaffold_77290	unplaced-scaffold	na	na	QMYS01000489.1	<>	na	Primary Assembly	2064	na
B59_Guay1_scaffold_77311	unplaced-scaffold	na	na	QMYS01000490.1	<>	na	Primary Assembly	2063	na
B59_Guay1_scaffold_77318	unplaced-scaffold	na	na	QMYS01000491.1	<>	na	Primary Assembly	2063	na
B59_Guay1_scaffold_77321	unplaced-scaffold	na	na	QMYS01000492.1	<>	na	Primary Assembly	2063	na
B59_Guay1_scaffold_77455	unplaced-scaffold	na	na	QMYS01000493.1	<>	na	Primary Assembly	2061	na
B59_Guay1_scaffold_77466	unplaced-scaffold	na	na	QMYS01000494.1	<>	na	Primary Assembly	2061	na
B59_Guay1_scaffold_77598	unplaced-scaffold	na	na	QMYS01000495.1	<>	na	Primary Assembly	2060	na
B59_Guay1_scaffold_77714	unplaced-scaffold	na	na	QMYS01000496.1	<>	na	Primary Assembly	2058	na
B59_Guay1_scaffold_77955	unplaced-scaffold	na	na	QMYS01000497.1	<>	na	Primary Assembly	2054	na
B59_Guay1_scaffold_78103	unplaced-scaffold	na	na	QMYS01000498.1	<>	na	Primary Assembly	2052	na
B59_Guay1_scaffold_78658	unplaced-scaffold	na	na	QMYS01000499.1	<>	na	Primary Assembly	2044	na
B59_Guay1_scaffold_79122	unplaced-scaffold	na	na	QMYS01000500.1	<>	na	Primary Assembly	2038	na
B59_Guay1_scaffold_79200	unplaced-scaffold	na	na	QMYS01000501.1	<>	na	Primary Assembly	2037	na
B59_Guay1_scaffold_79305	unplaced-scaffold	na	na	QMYS01000502.1	<>	na	Primary Assembly	2035	na
B59_Guay1_scaffold_79436	unplaced-scaffold	na	na	QMYS01000503.1	<>	na	Primary Assembly	2033	na
B59_Guay1_scaffold_79506	unplaced-scaffold	na	na	QMYS01000504.1	<>	na	Primary Assembly	2033	na
B59_Guay1_scaffold_79576	unplaced-scaffold	na	na	QMYS01000505.1	<>	na	Primary Assembly	2032	na
B59_Guay1_scaffold_79841	unplaced-scaffold	na	na	QMYS01000506.1	<>	na	Primary Assembly	2028	na
B59_Guay1_scaffold_79962	unplaced-scaffold	na	na	QMYS01000507.1	<>	na	Primary Assembly	2027	na
B59_Guay1_scaffold_79968	unplaced-scaffold	na	na	QMYS01000508.1	<>	na	Primary Assembly	2027	na
B59_Guay1_scaffold_79990	unplaced-scaffold	na	na	QMYS01000509.1	<>	na	Primary Assembly	2026	na
B59_Guay1_scaffold_80142	unplaced-scaffold	na	na	QMYS01000510.1	<>	na	Primary Assembly	2024	na
B59_Guay1_scaffold_80595	unplaced-scaffold	na	na	QMYS01000511.1	<>	na	Primary Assembly	2019	na
B59_Guay1_scaffold_80701	unplaced-scaffold	na	na	QMYS01000512.1	<>	na	Primary Assembly	2017	na
B59_Guay1_scaffold_80813	unplaced-scaffold	na	na	QMYS01000513.1	<>	na	Primary Assembly	2016	na
B59_Guay1_scaffold_81004	unplaced-scaffold	na	na	QMYS01000514.1	<>	na	Primary Assembly	2013	na
B59_Guay1_scaffold_81032	unplaced-scaffold	na	na	QMYS01000515.1	<>	na	Primary Assembly	2013	na
B59_Guay1_scaffold_81110	unplaced-scaffold	na	na	QMYS01000516.1	<>	na	Primary Assembly	2012	na
B59_Guay1_scaffold_81256	unplaced-scaffold	na	na	QMYS01000517.1	<>	na	Primary Assembly	2010	na
B59_Guay1_scaffold_81363	unplaced-scaffold	na	na	QMYS01000518.1	<>	na	Primary Assembly	2009	na
B59_Guay1_scaffold_81460	unplaced-scaffold	na	na	QMYS01000519.1	<>	na	Primary Assembly	2008	na
B59_Guay1_scaffold_81588	unplaced-scaffold	na	na	QMYS01000520.1	<>	na	Primary Assembly	2006	na
B59_Guay1_scaffold_81744	unplaced-scaffold	na	na	QMYS01000521.1	<>	na	Primary Assembly	2004	na
B59_Guay1_scaffold_81747	unplaced-scaffold	na	na	QMYS01000522.1	<>	na	Primary Assembly	2004	na
B59_Guay1_scaffold_81913	unplaced-scaffold	na	na	QMYS01000523.1	<>	na	Primary Assembly	2002	na
