genome_id	genome_name	accession	annotation	feature_type	seed_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	go	ec	pathway
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10370			150267	150833	+	567		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10375			150909	151358	-	450		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10380			151605	152336	+	732		GCN5-related N-acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10385			152478	153659	+	1182		translation-associated GTPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10390			153656	153865	+	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10395			153902	154153	+	252		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10400			154191	155051	-	861		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10405			155146	156834	+	1689		thiamine pyrophosphate TPP-binding domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10410			156850	157713	-	864		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10415			157816	159243	-	1428		FAD linked oxidase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10420			159411	161138	+	1728		Alkaline phosphatase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10425			161251	162327	+	1077		Luciferase-like, subgroup				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10430			162380	163360	-	981		alcohol dehydrogenase GroES domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10435			163467	164588	-	1122		aminotransferase class I and II				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10440			164739	165404	+	666		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10445			165451	166317	-	867		2-oxoglutarate ferredoxin oxidoreductase subunit beta				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10450			166317	168071	-	1755		pyruvate flavodoxin/ferredoxin oxidoreductase domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10455			168347	168985	+	639		Oxidoreductase FAD-binding domain-containing protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10460			169285	170235	+	951		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10465			170245	170628	-	384		methylmalonyl-CoA epimerase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10470			170763	172445	-	1683		methylmalonyl-CoA mutase, large subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10475			172533	172907	-	375		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10480			172943	173191	+	249		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10485			173225	173812	-	588		GCN5-related N-acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10500			174967	175311	-	345		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10505			175340	176074	-	735		HAD-superfamily hydrolase, subfamily IA, variant 1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10510			176297	176800	-	504		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10515			176930	177487	-	558		FAD-dependent pyridine nucleotide-disulfide oxidoreductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10520			177643	178419	-	777		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10525			178610	180178	+	1569		FAD dependent oxidoreductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10530			180212	180955	-	744		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10535			181038	181631	-	594		intracellular protease, PfpI family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10540			181751	182923	-	1173		chaperone protein DnaJ				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10545			183296	183493	-	198		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000026	RefSeq	CDS		C485_10550			183740	184714	-	975	dnaK	molecular chaperone DnaK				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10559			8	733	-	726	dnaK	molecular chaperone DnaK				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10564			1110	1973	-	864		GrpE				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10569			2188	2526	+	339		putative signal transduction protein with CBS domains				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10574			2623	4059	+	1437		type III restriction protein res subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10579			4260	4379	-	120		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10584			4702	5262	+	561		phage SPO1 DNA polymerase-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10589			5379	5666	+	288		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10594			5949	6449	+	501		transferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10599			6468	7511	-	1044		amidohydrolase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10604			7679	8911	-	1233		metal-dependent phosphohydrolase HD sub domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10609			9000	10121	-	1122		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10614			10275	10892	-	618		nitroreductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10619			11089	12162	-	1074		methionine synthase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10624			12159	13163	-	1005		Cobalamin-independent synthase MetE domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10629			13726	14004	-	279		transposase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10634			15503	16072	-	570		methyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10639			16069	17229	-	1161		MscS Mechanosensitive ion channel				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10644			17336	18175	-	840	ksgA	16S ribosomal RNA methyltransferase KsgA/Dim1 family protein			2.1.1.-|Methyltransferases.	00130|Ubiquinone and other terpenoid-quinone biosynthesis;00253|Tetracycline biosynthesis;00340|Histidine metabolism;00350|Tyrosine metabolism;00360|Phenylalanine metabolism;00380|Tryptophan metabolism;00450|Selenoamino acid metabolism;00522|Biosynthesis of 12-, 14- and 16-membered macrolides;00624|1- and 2-Methylnaphthalene degradation;00627|1,4-Dichlorobenzene degradation;00860|Porphyrin and chlorophyll metabolism;00940|Phenylpropanoid biosynthesis;00941|Flavonoid biosynthesis;00942|Anthocyanin biosynthesis;00945|Stilbenoid, diarylheptanoid and gingerol biosynthesis;00950|Isoquinoline alkaloid biosynthesis;00981|Insect hormone biosynthesis;01051|Biosynthesis of ansamycins;01057|Biosynthesis of type II polyketide products
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10649			18344	18940	-	597		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10654			19060	19416	-	357		DNA-directed RNA polymerase subunit F			2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10659			19424	19732	-	309		50S ribosomal protein L21e				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10664			19882	21243	-	1362		Zn-dependent hydrolase of the beta-lactamase fold-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10669			21407	22573	+	1167		Cys/Met metabolism pyridoxal-phosphate-dependent protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10674			22681	24423	+	1743		multi-sensor signal transduction histidine kinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10679			24471	25610	-	1140		ATP dependent DNA ligase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10684			25745	26431	+	687		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10689			27489	28091	-	603		superoxide dismutase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10694			28299	28706	-	408		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10699			29220	29684	-	465	ndk	mulitfunctional nucleoside diphosphate kinase/apyrimidinic endonuclease/3'-phosphodiesterase			2.7.4.6|Nucleoside-diphosphate kinase	00230|Purine metabolism;00240|Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10704			29681	30016	-	336		50S ribosomal protein L24E				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10709			30016	30240	-	225	rps28e	30S ribosomal protein S28e				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10714			30252	30614	-	363	rpl7ae	50S ribosomal protein L7Ae				
1227494.3	Natrinema altunense JCM 12890	AOIK01000027	RefSeq	CDS		C485_10719			30938	32536	-	1599		myosin-cross-reactive antigen				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10724			1	2077	+	2077		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10729			2164	2904	-	741		short-chain dehydrogenase/reductase SDR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10734			2981	3466	+	486		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10739			3510	3674	+	165		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10744			3695	4816	-	1122		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10749			4949	6688	-	1740	gltX	glutamyl-tRNA ligase			6.1.1.17|Glutamate--tRNA ligase	00860|Porphyrin and chlorophyll metabolism;00970|Aminoacyl-tRNA biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10754			6898	7950	-	1053		Polyprenyl synthetase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10759			7952	9304	-	1353		beta-lactamase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10764			9671	11002	+	1332	trkA	potassium transporter peripheral membrane component				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10769			11058	11261	-	204		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10774			11258	12808	-	1551		cation transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10779			12921	13607	-	687		TrkA-N domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10784			13748	13993	-	246		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10789			14209	15753	+	1545		cation transporter				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10794			15796	16536	-	741		aspartate/glutamate/uridylate kinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10799			16533	17519	-	987		mevalonate kinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10804			17637	18563	+	927		Phosphomethylpyrimidine kinase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10809			18840	19649	-	810	rps2P	30S ribosomal protein S2				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10814			19646	20851	-	1206	eno	enolase			4.2.1.11|Phosphopyruvate hydratase	00010|Glycolysis / Gluconeogenesis;00680|Methane metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10819			20848	21033	-	186		RNA polymerase Rpb6				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10824			21036	21230	-	195		DNA-directed RNA polymerase subunit N			2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10829			21243	21641	-	399	rps9p	30S ribosomal protein S9P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10834			21635	22084	-	450	rpl13p	50S ribosomal protein L13P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10839			22081	22434	-	354		50S ribosomal protein L18e				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10844			22802	23551	-	750		DNA-directed RNA polymerase subunit D			2.7.7.6|DNA-directed RNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10849			23555	23944	-	390	rps11p	30S ribosomal protein S11P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10854			23946	24467	-	522	rps4p	30S ribosomal protein S4P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10859			24467	24991	-	525	rps13p	30S ribosomal protein S13P				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10864			25330	26334	-	1005		molybdenum cofactor biosynthesis protein A				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10869			26554	26763	+	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10874			26857	28323	-	1467		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10879			28416	29435	-	1020		DoxX family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10884			29617	30063	-	447		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10889			30233	30709	+	477		GCN5-related N-acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10894			30754	31290	-	537		regulatory protein ArsR				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10899			31450	31665	+	216		Heavy metal transport/detoxification protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10904			31672	33699	+	2028		heavy metal translocating P-type ATPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10909			33773	34435	+	663		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10914			34575	34784	-	210		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10919			35116	35484	+	369		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10934			36288	37463	+	1176		DNA primase small subunit				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10939			37460	38425	+	966		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10944			38512	38985	+	474		alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10949			39026	41287	-	2262		AAA family ATPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10954			41284	41532	-	249		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10959			41765	42556	+	792		alpha/beta hydrolase fold protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10964			42750	43562	-	813	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase			2.1.2.11|3-methyl-2-oxobutanoate hydroxymethyltransferase	00770|Pantothenate and CoA biosynthesis
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10969			43692	43925	+	234		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10974			43957	44538	-	582		HAD-superfamily hydrolase, subfamily IA, variant 1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10979			44660	47434	+	2775		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10984			47527	48207	-	681		Bacterio-opsin activator HTH domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10989			48415	49728	-	1314		Haloacid dehalogenase domain protein hydrolase type 3				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10994			49892	51016	+	1125		Alcohol dehydrogenase GroES domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_10999			51013	51666	+	654		orotate phosphoribosyltransferase-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11004			51922	52884	-	963		transcription factor TFIIB cyclin-related protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11009			53047	53640	+	594		ribonuclease H				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11014			53967	54602	+	636		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11019			54599	54958	-	360		transcriptional regulator PadR family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11024			55163	55693	+	531		inorganic pyrophosphatase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11029			55835	55969	+	135		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11034			56187	57530	+	1344		type I phosphodiesterase/nucleotide pyrophosphatase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11039			57600	57968	+	369		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11044			58208	58621	+	414		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11049			58622	59554	+	933		HhH-GPD family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11054			59775	60452	+	678		cobyrinic acid a,c-diamide reductase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11059			60788	61834	+	1047		family 1 extracellular solute-binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11064			61859	63013	+	1155		polyamine-transporting ATPase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11069			63016	63951	+	936		ABC transporter integral membrane protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11074			63944	64747	+	804		binding-protein-dependent transporters inner membrane component				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11079			65034	66968	-	1935		KH-domain/beta-lactamase-domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11084			67329	67814	+	486		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11089			67879	68427	-	549		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11094			68554	69297	+	744		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11099			69323	71827	-	2505		putative PAS/PAC sensor protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11104			71895	72353	-	459		phosphatidylethanolamine-binding protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11109			72486	72629	-	144		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11114			72735	73262	+	528		GCN5-related N-acetyltransferase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000028	RefSeq	CDS		C485_11119			73270	75894	-	2625		DNA mismatch repair protein MutS				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11128			129	467	-	339		zinc finger CHY domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11133			1138	1275	-	138		ISH9-type transposase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11138			2721	3008	-	288		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11143			3072	3314	-	243		PhiH1 repressor-like protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11148			3568	4332	+	765		transposase, IS605 OrfB family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11153			4441	4986	-	546		gas vesicle synthesis family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11158			5044	6069	-	1026		gas vesicle protein GvpN				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11163			6076	6360	-	285		gas vesicle synthesis protein GvpA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11168			6595	7218	+	624		gas vesicle synthesis protein GvpLGvpF				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11173			7221	7475	+	255		gas-vesicle operon protein gvpG1				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11178			7475	8032	+	558		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11183			8029	8946	+	918		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11188			9033	9629	+	597		gas vesicle protein GvpA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11193			9626	9970	+	345		gas vesicle protein K				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11198			9967	10893	+	927		gas vesicle synthesis protein GvpLGvpF				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11203			10890	11210	+	321		gas vesicle protein GvpA				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11208			11506	12048	-	543		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11213			12045	13268	-	1224		transposase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11218			13630	13845	-	216		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11223			14183	15247	-	1065		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11228			15727	16788	-	1062		Alcohol dehydrogenase zinc-binding domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11233			17589	17822	-	234		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11238			18097	19536	+	1440		Aldehyde Dehydrogenase				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11243			19978	20124	+	147		oxidoreductase domain protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11248			20149	22398	-	2250		bifunctional malic enzyme oxidoreductase/phosphotransacetylase			1.1.1.40|Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	00620|Pyruvate metabolism;00710|Carbon fixation in photosynthetic organisms
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11253			23121	23747	+	627		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11258			23811	25766	+	1956		kinetochore-Ndc80 subunit SPC25				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11263			26467	27924	-	1458		MATE efflux family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11268			28236	28655	+	420		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11273			28731	28871	-	141		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11278			29218	29610	-	393		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11283			29936	30292	+	357		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11288			30498	30779	+	282		IS240-type transposase (ISH102)				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11293			31468	32418	+	951		integrase family protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11298			33106	34623	+	1518		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11303			35112	35573	-	462		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11308			37910	38107	-	198		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11313			38310	38618	+	309		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11318			38618	38995	+	378		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11323			39053	39412	+	360		hypothetical protein				
1227494.3	Natrinema altunense JCM 12890	AOIK01000029	RefSeq	CDS		C485_11328			39644	40060	+	417		DoxX family protein				
