query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
fig|2496101.3.peg.2039|HT576_09135	JABURA010000001_1462	100	116	116	0	0	0	116	100	1	116	116	100	100	18	133	133	3.3e-83	234	596
fig|2496101.3.peg.2040|HT576_09140	JABURA010000001_1456	100	285	285	0	0	0	285	100	1	285	285	100	100	66	350	350	0	587	1512
fig|2496101.3.peg.2042	JABURA010000001_1442	100	31	31	0	0	0	31	100	1	31	31	100	100	1	31	31	3.7e-18	62.8	151
fig|2496101.3.peg.2043|HT576_09145	JABURA010000001_1435	100	678	678	0	0	0	678	100	1	678	678	100	100	21	698	698	0	1384	3581
fig|2496101.3.peg.2044|HT576_09150	JABURA010000001_1414	99.708	341	342	1	0	0	342	100	1	342	342	100	100	12	353	353	0	694	1792
fig|2496101.3.peg.2046	JABURA010000001_1353	97.917	47	48	1	0	0	48	100	1	48	48	100	100	41	88	88	5.63e-31	97.4	241
fig|2496101.3.peg.2047|HT576_09160	JABURA010000001_1393	100	337	337	0	0	0	337	100	1	337	337	100	100	58	394	394	0	693	1788
fig|2743089.3.peg.2186|HUG12_09195	CP058579_15	100	432	432	0	0	0	432	100	1	432	432	100	100	1	432	432	0	842	2176
fig|2743089.3.peg.2187|HUG12_09200	CP058579_20	100	261	261	0	0	0	261	100	1	261	261	100	100	1	261	261	7.33e-177	482	1241
fig|2743089.3.peg.2188	CP058579_4758	98.75	79	80	1	0	0	80	100	1	80	80	100	100	61	140	140	1.46e-53	158	399
fig|2743089.3.peg.2189|HUG12_09205	CP058579_33	98.889	89	90	1	0	0	90	100	1	90	90	100	100	108	197	197	4.34e-62	182	461
fig|2743089.3.peg.2190|HUG12_09210	CP058579_39	98.571	69	70	1	0	0	70	100	1	70	70	100	100	63	132	132	1.69e-44	134	338
fig|2743089.3.peg.2191|HUG12_09215	CP058579_44	100	221	221	0	0	0	221	100	1	221	221	100	100	1	221	221	1.07e-157	431	1107
fig|2743089.3.peg.2192|HUG12_09220	CP058579_55	100	314	314	0	0	0	314	100	1	314	314	100	100	1	314	314	0	629	1622
fig|2743089.3.peg.2193|HUG12_09225	CP058579_60	100	54	54	0	0	0	54	100	1	54	54	100	100	1	54	54	2.36e-35	108	269
fig|2743089.3.peg.2194|HUG12_09230	CP058579_4704	100	196	196	0	0	0	196	100	1	196	196	100	100	3	198	198	5.71e-138	379	972
fig|2743089.3.peg.2195|HUG12_09235	CP058579_75	100	128	128	0	0	0	128	100	1	128	128	100	100	32	159	159	5.52e-94	263	672
fig|2743089.3.peg.2196|HUG12_09240	CP058579_4688	100	136	136	0	0	0	136	100	1	136	136	100	100	5	140	140	6.28e-97	270	690
fig|2743089.3.peg.2197	CP058579_4679	97.727	43	44	1	0	0	44	100	1	44	44	100	100	12	55	55	2.98e-27	87.4	215
fig|2743089.3.peg.2198	CP058579_4672	100	66	66	0	0	0	66	100	1	66	66	100	100	1	66	66	1.1e-45	135	339
fig|2743089.3.peg.2199	CP058579_102	98.276	57	58	1	0	0	58	100	1	58	58	100	100	77	134	134	1.16e-38	119	298
fig|2743089.3.peg.2200|HUG12_09245	CP058579_114	100	459	459	0	0	0	459	100	1	459	459	100	100	56	514	514	0	942	2434
fig|2743089.3.peg.2201|HUG12_09250	CP058579_117	100	105	105	0	0	0	105	100	1	105	105	100	100	6	110	110	2.77e-76	215	548
fig|2743089.3.peg.2202|HUG12_09255	CP058579_124	100	258	258	0	0	0	258	100	1	258	258	100	100	1	258	258	0	515	1327
fig|2743089.3.peg.2203	CP058579_4624	100	41	41	0	0	0	41	100	1	41	41	100	100	1	41	41	5.32e-27	86.3	212
fig|2743089.3.peg.2204|HUG12_09260	CP058579_4618	100	170	170	0	0	0	170	100	1	170	170	100	100	6	175	175	1.56e-119	330	846
fig|2743089.3.peg.2205|HUG12_09265	CP058579_4610	100	283	283	0	0	0	283	100	1	283	283	100	100	1	283	283	0	578	1491
fig|2743089.3.peg.2206|HUG12_09270	CP058579_166	100	58	58	0	0	0	58	100	1	58	58	100	100	11	68	68	7.2700000000000005e-38	115	287
fig|2743089.3.peg.2207	CP058579_168	100	69	69	0	0	0	69	100	1	69	69	100	100	81	149	149	2.21e-46	139	351
fig|2743089.3.peg.2208	CP058579_173	100	65	65	0	0	0	65	100	1	65	65	100	100	35	99	99	5.38e-45	134	338
fig|2743089.3.peg.2209|HUG12_09275	CP058579_180	99.194	123	124	1	0	0	124	100	1	124	124	100	100	58	181	181	5.85e-87	246	627
fig|2743089.3.peg.2210|HUG12_09280	CP058579_4585	100	471	471	0	0	0	471	100	1	471	471	100	100	58	528	528	0	943	2438
fig|2743089.3.peg.2211	CP058579_201	100	44	44	0	0	0	44	100	1	44	44	100	100	53	96	96	7.94e-30	95.1	235
fig|2743089.3.peg.2212|HUG12_09285	CP058579_203	100	47	47	0	0	0	47	100	1	47	47	100	100	1	47	47	1.08e-32	101	251
fig|2743089.3.peg.2213|HUG12_09290	CP058579_219	100	405	405	0	0	0	405	100	1	405	405	100	100	1	405	405	0	797	2059
fig|2743089.3.peg.2214	CP058579_4555	100	127	127	0	0	0	127	100	1	127	127	100	100	1	127	127	6.82e-92	256	655
fig|2743089.3.peg.2215|HUG12_09295	CP058579_4546	100	346	346	0	0	0	346	100	1	346	346	100	100	33	378	378	0	700	1806
fig|2743089.3.peg.2216|HUG12_09300	CP058579_255	100	276	276	0	0	0	276	100	1	276	276	100	100	12	287	287	0	557	1436
fig|2743089.3.peg.2217	CP058579_4515	100	38	38	0	0	0	38	100	1	38	38	100	100	1	38	38	2.12e-24	79.7	195
fig|2743089.3.peg.2218|HUG12_09305	CP058579_272	100	339	339	0	0	0	339	100	1	339	339	100	100	33	371	371	0	696	1796
fig|2743089.3.peg.2219	CP058579_4496	97.872	46	47	1	0	0	47	100	1	47	47	100	100	44	90	90	1.25e-30	97.1	240
fig|2743089.3.peg.2220|HUG12_09310	CP058579_4490	100	270	270	0	0	0	270	100	1	270	270	100	100	65	334	334	0	550	1416
fig|2743089.3.peg.2221|HUG12_09315	CP058579_303	100	55	55	0	0	0	55	100	1	55	55	100	100	1	55	55	4.18e-35	107	268
fig|2743089.3.peg.2222|HUG12_09320	CP058579_4471	100	123	123	0	0	0	123	100	1	123	123	100	100	50	172	172	1.72e-87	247	630
fig|2743089.3.peg.2223	CP058579_312	100	40	40	0	0	0	40	100	1	40	40	100	100	42	81	81	5.5e-27	87.4	215
fig|2743089.3.peg.2224|HUG12_09325	CP058579_317	100	119	119	0	0	0	119	100	1	119	119	100	100	3	121	121	2.23e-86	242	617
fig|2743089.3.peg.2225|HUG12_09330	CP058579_322	100	161	161	0	0	0	161	100	1	161	161	100	100	68	228	228	3.94e-120	333	854
fig|2743089.3.peg.2226	CP058579_4449	100	102	102	0	0	0	102	100	1	102	102	100	100	28	129	129	1.49e-73	209	532
fig|2743089.3.peg.2227	CP058579_328	100	71	71	0	0	0	71	100	1	71	71	100	100	47	117	117	1.6e-51	152	383
fig|2743089.3.peg.2228|HUG12_09335	CP058579_335	100	147	147	0	0	0	147	100	1	147	147	100	100	38	184	184	5.89e-108	300	768
fig|2743089.3.peg.2229|HUG12_09340	CP058579_4429	100	374	374	0	0	0	374	100	1	374	374	100	100	1	374	374	0	770	1989
fig|2743089.3.peg.2230|HUG12_09345	CP058579_4411	100	371	371	0	0	0	371	100	1	371	371	100	100	32	402	402	0	761	1965
fig|2743089.3.peg.2231	CP058579_4394	100	49	49	0	0	0	49	100	1	49	49	100	100	1	49	49	1.55e-30	95.9	237
fig|2743089.3.peg.2232|HUG12_09350	CP058579_4389	100	290	290	0	0	0	290	100	1	290	290	100	100	1	290	290	0	588	1517
fig|2743089.3.peg.2233|HUG12_09355	CP058579_4378	100	321	321	0	0	0	321	100	1	321	321	100	100	19	339	339	0	641	1653
fig|2743089.3.peg.2234|HUG12_09360	CP058579_4367	100	477	477	0	0	0	477	100	1	477	477	100	100	4	480	480	0	981	2536
fig|2743089.3.peg.2235|HUG12_09365	CP058579_4343	100	244	244	0	0	0	244	100	1	244	244	100	100	3	246	246	0	498	1281
fig|2743089.3.peg.2236|HUG12_09370	CP058579_4329	100	267	267	0	0	0	267	100	1	267	267	100	100	12	278	278	0	553	1425
fig|2743089.3.peg.2237	CP058579_4313	98.361	60	61	1	0	0	61	100	1	61	61	100	100	75	135	135	6.67e-40	122	307
fig|2743089.3.peg.2238|HUG12_09375	CP058579_499	100	170	170	0	0	0	170	100	1	170	170	100	100	31	200	200	7.1e-127	349	896
fig|2743089.3.peg.2239	CP058579_505	97.561	40	41	1	0	0	41	100	1	41	41	100	100	6	46	46	2.62e-25	82.4	202
fig|2743089.3.peg.2240|HUG12_09380	CP058579_518	100	257	257	0	0	0	257	100	1	257	257	100	100	10	266	266	0	521	1342
fig|2743089.3.peg.2241	CP058579_524	100	44	44	0	0	0	44	100	1	44	44	100	100	8	51	51	3.4e-30	94.7	234
fig|2743089.3.peg.2242|HUG12_09385	CP058579_550	100	405	405	0	0	0	405	100	1	405	405	100	100	26	430	430	0	823	2127
fig|2743089.3.peg.2243|HUG12_09390	CP058579_566	100	363	363	0	0	0	363	100	1	363	363	100	100	11	373	373	0	736	1901
fig|2743089.3.peg.2244	CP058579_4232	100	84	84	0	0	0	84	100	1	84	84	100	100	1	84	84	8.1e-61	174	442
fig|2743089.3.peg.2245|HUG12_09395	CP058579_582	100	200	200	0	0	0	200	100	1	200	200	100	100	1	200	200	2.68e-147	402	1034
fig|2743089.3.peg.2246|HUG12_09400	CP058579_609	99.847	651	652	1	0	0	652	100	1	652	652	100	100	13	664	664	0	1337	3460
fig|2743089.3.peg.2248|HUG12_09405	CP058579_631	99.778	449	450	1	0	0	450	100	1	450	450	100	100	14	463	463	0	918	2373
fig|2743089.3.peg.2249|HUG12_09410	CP058579_636	100	65	65	0	0	0	65	100	1	65	65	100	100	14	78	78	4.73e-46	136	343
fig|2743089.3.peg.2250|HUG12_09415	CP058579_4161	99.301	142	143	1	0	0	143	100	1	143	143	100	100	11	153	153	2.33e-103	287	734
fig|2743089.3.peg.2251	CP058579_4155	98.571	69	70	1	0	0	70	100	1	70	70	100	100	6	75	75	3.08e-50	147	370
fig|2743089.3.peg.2252|HUG12_09420	CP058579_4151	100	833	833	0	0	0	833	100	1	833	833	100	100	1	833	833	0	1682	4355
fig|2743089.3.peg.2253|HUG12_09425	CP058579_4122	100	58	58	0	0	0	58	100	1	58	58	100	100	1	58	58	8.38e-38	114	286
fig|2743089.3.peg.2254|HUG12_09430	CP058579_4117	99.73	370	371	1	0	0	371	100	1	371	371	100	100	6	376	376	0	761	1966
fig|2743089.3.peg.2255|HUG12_09435	CP058579_4105	100	68	68	0	0	0	68	100	1	68	68	100	100	23	90	90	1.89e-47	140	353
fig|2743089.3.peg.2256	CP058579_4101	100	38	38	0	0	0	38	100	1	38	38	100	100	4	41	41	1.98e-25	82.4	202
fig|2743089.3.peg.2257	CP058579_726	97.619	41	42	1	0	0	42	100	1	42	42	100	100	13	54	54	1.66e-25	82.8	203
fig|2743089.3.peg.2258	CP058579_728	100	75	75	0	0	0	75	100	1	75	75	100	100	8	82	82	9.39e-51	149	375
fig|2743089.3.peg.2259|HUG12_09445	CP058579_751	100	697	697	0	0	0	697	100	1	697	697	100	100	16	712	712	0	1428	3696
fig|2743089.3.peg.2260|HUG12_09450	CP058579_757	100	211	211	0	0	0	211	100	1	211	211	100	100	1	211	211	7.59e-160	435	1119
fig|2743089.3.peg.2261|HUG12_09455	CP058579_765	100	212	212	0	0	0	212	100	1	212	212	100	100	40	251	251	1.26e-160	439	1128
fig|2743089.3.peg.2262|HUG12_09460	CP058579_4043	100	252	252	0	0	0	252	100	1	252	252	100	100	25	276	276	0	519	1336
fig|2743089.3.peg.2263|HUG12_09465	CP058579_785	100	78	78	0	0	0	78	100	1	78	78	100	100	70	147	147	2.57e-55	162	411
fig|2743089.3.peg.2264	CP058579_4022	100	100	100	0	0	0	100	100	1	100	100	100	100	1	100	100	3.75e-71	202	513
fig|2743089.3.peg.2265|HUG12_09470	CP058579_4017	100	395	395	0	0	0	395	100	1	395	395	100	100	6	400	400	0	821	2120
fig|2743089.3.peg.2266|HUG12_09475	CP058579_4001	100	935	935	0	0	0	935	100	1	935	935	100	100	1	935	935	0	1908	4943
fig|2743089.3.peg.2267|HUG12_09480	CP058579_883	100	320	320	0	0	0	320	100	1	320	320	100	100	1	320	320	0	654	1686
fig|2743089.3.peg.2268|HUG12_09485	CP058579_894	100	182	182	0	0	0	182	100	1	182	182	100	100	6	187	187	2.8e-132	363	932
fig|2743089.3.peg.2269|HUG12_09490	CP058579_3938	100	179	179	0	0	0	179	100	1	179	179	100	100	6	184	184	5.72e-133	365	936
fig|2743089.3.peg.2270	CP058579_3930	100	40	40	0	0	0	40	100	1	40	40	100	100	1	40	40	2.57e-26	84.7	208
fig|2743089.3.peg.2271|HUG12_09495	CP058579_950	100	1125	1125	0	0	0	1125	100	1	1125	1125	100	100	24	1148	1148	0	2293	5941
fig|2743089.3.peg.2272	CP058579_982	100	1120	1120	0	0	0	1120	100	1	1120	1120	100	100	6	1125	1125	0	2262	5861
fig|2743089.3.peg.2273|HUG12_09505	CP058579_995	100	337	337	0	0	0	337	100	1	337	337	100	100	32	368	368	0	697	1800
fig|2743089.3.peg.2274|HUG12_09510	CP058579_3781	100	391	391	0	0	0	391	100	1	391	391	100	100	1	391	391	0	807	2085
fig|2743089.3.peg.2275|HUG12_09515	CP058579_3771	100	106	106	0	0	0	106	100	1	106	106	100	100	1	106	106	2.37e-78	221	562
fig|2743089.3.peg.2276|HUG12_09520	CP058579_3767	100	127	127	0	0	0	127	100	1	127	127	100	100	115	241	241	1.3e-90	257	657
fig|2743089.3.peg.2277|HUG12_09525	CP058579_1019	100	72	72	0	0	0	72	100	1	72	72	100	100	1	72	72	5.67e-51	149	375
fig|2743089.3.peg.2278|HUG12_09530	CP058579_1024	100	130	130	0	0	0	130	100	1	130	130	100	100	116	245	245	5.57e-96	271	693
fig|2743089.3.peg.2279|HUG12_09535	CP058579_1034	100	310	310	0	0	0	310	100	1	310	310	100	100	45	354	354	0	627	1618
fig|2743089.3.peg.2280|HUG12_09540	CP058579_1038	100	111	111	0	0	0	111	100	1	111	111	100	100	1	111	111	3.71e-80	226	575
fig|2743089.3.peg.2281|HUG12_09545	CP058579_1041	100	85	85	0	0	0	85	100	1	85	85	100	100	13	97	97	4.06e-61	176	445
fig|2743089.3.peg.2282|HUG12_09550	CP058579_1047	100	210	210	0	0	0	210	100	1	210	210	100	100	3	212	212	5e-158	431	1107
fig|2743089.3.peg.2283|HUG12_09555	CP058579_1050	100	123	123	0	0	0	123	100	1	123	123	100	100	1	123	123	1.4e-84	238	606
fig|2743089.3.peg.2284|HUG12_09560	CP058579_1059	100	295	295	0	0	0	295	100	1	295	295	100	100	5	299	299	0	606	1562
fig|2743089.3.peg.2285|HUG12_09565	CP058579_3720	100	137	137	0	0	0	137	100	1	137	137	100	100	1	137	137	1.34e-95	266	681
fig|2743089.3.peg.2286|HUG12_09570	CP058579_3712	100	119	119	0	0	0	119	100	1	119	119	100	100	18	136	136	1.61e-86	243	620
fig|2743089.3.peg.2287|HUG12_09575	CP058579_3706	100	253	253	0	0	0	253	100	1	253	253	100	100	33	285	285	0	511	1316
fig|2743089.3.peg.2288|HUG12_09580	CP058579_1096	100	201	201	0	0	0	201	100	1	201	201	100	100	14	214	214	7.25e-152	414	1065
fig|2743089.3.peg.2289|HUG12_09585	CP058579_1103	100	124	124	0	0	0	124	100	1	124	124	100	100	17	140	140	1.69e-94	263	673
fig|2743089.3.peg.2290|HUG12_09590	CP058579_1108	99.31	144	145	1	0	0	145	100	1	145	145	100	100	18	162	162	5.43e-106	294	753
fig|2743089.3.peg.2291	CP058579_1109	97.619	41	42	1	0	0	42	100	1	42	42	100	100	5	46	46	1.5e-28	90.5	223
fig|2743089.3.peg.2292	CP058579_3661	100	68	68	0	0	0	68	100	1	68	68	100	100	7	74	74	1.12e-47	140	353
fig|2743089.3.peg.2293	CP058579_1115	100	46	46	0	0	0	46	100	1	46	46	100	100	149	194	194	5.62e-29	95.9	237
fig|2743089.3.peg.2294|HUG12_09595	CP058579_1139	100	750	750	0	0	0	750	100	1	750	750	100	100	1	750	750	0	1552	4019
fig|2743089.3.peg.2295|HUG12_09600	CP058579_1148	100	107	107	0	0	0	107	100	1	107	107	100	100	1	107	107	1.04e-78	221	564
fig|2743089.3.peg.2296	CP058579_1153	100	37	37	0	0	0	37	100	1	37	37	100	100	1	37	37	1.78e-23	77.4	189
fig|2743089.3.peg.2297|HUG12_09605	CP058579_1162	100	248	248	0	0	0	248	100	1	248	248	100	100	3	250	250	4.92e-175	477	1227
fig|2743089.3.peg.2298|HUG12_09610	CP058579_1166	100	48	48	0	0	0	48	100	1	48	48	100	100	1	48	48	6.48e-32	99.4	246
fig|2743089.3.peg.2299|HUG12_09615	CP058579_1168	100	70	70	0	0	0	70	100	1	70	70	100	100	1	70	70	7.47e-46	135	341
fig|2743089.3.peg.2300|HUG12_09620	CP058579_1183	99.832	593	594	1	0	0	594	100	1	594	594	100	100	6	599	599	0	1216	3145
fig|2743089.3.peg.2301|HUG12_09625	CP058579_1192	100	170	170	0	0	0	170	100	1	170	170	100	100	1	170	170	9.09e-128	350	899
fig|2743089.3.peg.2302|HUG12_09630	CP058579_1204	99.701	333	334	1	0	0	334	100	1	334	334	100	100	2	335	335	0	645	1664
fig|2743089.3.peg.2303|HUG12_09635	CP058579_1209	100	116	116	0	0	0	116	100	1	116	116	100	100	1	116	116	6.85e-84	235	600
fig|2743089.3.peg.2304|HUG12_09640	CP058579_1212	100	50	50	0	0	0	50	100	1	50	50	100	100	13	62	62	5.45e-29	92.4	228
fig|2743089.3.peg.2305|HUG12_09645	CP058579_1222	100	240	240	0	0	0	240	100	1	240	240	100	100	4	243	243	0	491	1264
fig|2743089.3.peg.2306|HUG12_09650	CP058579_1240	100	507	507	0	0	0	507	100	1	507	507	100	100	23	529	529	0	1051	2719
fig|2743089.3.peg.2307|HUG12_09655	CP058579_1252	100	230	230	0	0	0	230	100	1	230	230	100	100	104	333	333	9.17e-168	461	1185
fig|2743089.3.peg.2308|HUG12_09660	CP058579_1269	100	704	704	0	0	0	704	100	1	704	704	100	100	2	705	705	0	1432	3708
fig|2743089.3.peg.2309	CP058579_3481	100	39	39	0	0	0	39	100	1	39	39	100	100	32	70	70	1.15e-23	78.6	192
fig|2743089.3.peg.2310	CP058579_1280	100	47	47	0	0	0	47	100	1	47	47	100	100	1	47	47	5.77e-31	96.7	239
fig|2743089.3.peg.2311|HUG12_09670	CP058579_3474	100	71	71	0	0	0	71	100	1	71	71	100	100	1	71	71	1.93e-48	142	358
fig|2743089.3.peg.2312|HUG12_09675	CP058579_3471	98.936	93	94	1	0	0	94	100	1	94	94	100	100	2	95	95	4.47e-60	173	439
fig|2743089.3.peg.2313|HUG12_09680	CP058579_1295	100	144	144	0	0	0	144	100	1	144	144	100	100	26	169	169	3e-100	280	716
fig|2743089.3.peg.2314|HUG12_09685	CP058579_1305	100	305	305	0	0	0	305	100	1	305	305	100	100	29	333	333	0	623	1607
fig|2743089.3.peg.2315|HUG12_09690	CP058579_1314	100	91	91	0	0	0	91	100	1	91	91	100	100	2	92	92	4.17e-62	178	452
fig|2743089.3.peg.2316|HUG12_09695	CP058579_1323	100	116	116	0	0	0	116	100	1	116	116	100	100	1	116	116	6.36e-79	223	568
fig|2743089.3.peg.2317|HUG12_09700	CP058579_1342	100	360	360	0	0	0	360	100	1	360	360	100	100	25	384	384	0	728	1878
fig|2743089.3.peg.2318|HUG12_09705	CP058579_1356	100	201	201	0	0	0	201	100	1	201	201	100	100	30	230	230	1.49e-152	417	1072
fig|2743089.3.peg.2319|HUG12_09710	CP058579_1367	100	304	304	0	0	0	304	100	1	304	304	100	100	1	304	304	0	598	1542
fig|2743089.3.peg.2320|HUG12_09715	CP058579_1371	100	105	105	0	0	0	105	100	1	105	105	100	100	1	105	105	2.84e-73	207	528
fig|2743089.3.peg.2321|HUG12_09720	CP058579_1394	100	667	667	0	0	0	667	100	1	667	667	100	100	1	667	667	0	1345	3482
fig|2743089.3.peg.2322|HUG12_09725	CP058579_1442	100	1303	1303	0	0	0	1303	100	1	1303	1303	100	100	57	1359	1359	0	2656	6885
fig|2743089.3.peg.2323|HUG12_09730	CP058579_3281	100	369	369	0	0	0	369	100	1	369	369	100	100	13	381	381	0	763	1969
fig|2743089.3.peg.2324|HUG12_09735	CP058579_3264	100	438	438	0	0	0	438	100	1	438	438	100	100	1	438	438	0	901	2328
fig|2743089.3.peg.2325|HUG12_09740	CP058579_1496	100	55	55	0	0	0	55	100	1	55	55	100	100	3	57	57	9.81e-35	107	266
fig|2743089.3.peg.2326	CP058579_3244	97.5	39	40	1	0	0	40	100	1	40	40	100	100	8	47	47	3.97e-25	81.6	200
fig|2743089.3.peg.2327|HUG12_09745	CP058579_1506	99.296	141	142	1	0	0	142	100	1	142	142	100	100	66	207	207	6.85e-104	290	743
fig|2743089.3.peg.2328|HUG12_09750	CP058579_1512	100	161	161	0	0	0	161	100	1	161	161	100	100	30	190	190	4.64e-120	332	850
fig|2743089.3.peg.2329	CP058579_3218	100	102	102	0	0	0	102	100	1	102	102	100	100	9	110	110	1.26e-75	214	544
fig|2743089.3.peg.2330	CP058579_1519	100	40	40	0	0	0	40	100	1	40	40	100	100	66	105	105	1.01e-26	87.4	215
fig|2743089.3.peg.2331|HUG12_09755	CP058579_3208	100	191	191	0	0	0	191	100	1	191	191	100	100	7	197	197	1.26e-142	390	1002
fig|2743089.3.peg.2332|HUG12_09760	CP058579_1539	100	214	214	0	0	0	214	100	1	214	214	100	100	8	221	221	5.58e-161	438	1127
fig|2743089.3.peg.2333|HUG12_09765	CP058579_3186	98.276	57	58	1	0	0	58	100	1	58	58	100	100	14	71	71	7.46e-41	122	307
fig|2743089.3.peg.2334	CP058579_3185	98.113	52	53	1	0	0	53	100	1	53	53	100	100	4	56	56	4.29e-33	102	255
fig|2743089.3.peg.2335|HUG12_09770	CP058579_3182	100	108	108	0	0	0	108	100	1	108	108	100	100	35	142	142	3.08e-78	222	565
fig|2743089.3.peg.2336|HUG12_09775	CP058579_1560	100	68	68	0	0	0	68	100	1	68	68	100	100	1	68	68	3.01e-43	129	324
fig|2743089.3.peg.2337|HUG12_09780	CP058579_1564	100	87	87	0	0	0	87	100	1	87	87	100	100	12	98	98	5.1e-63	181	458
fig|2743089.3.peg.2338|HUG12_09785	CP058579_1567	100	64	64	0	0	0	64	100	1	64	64	100	100	28	91	91	1.22e-44	133	334
fig|2743089.3.peg.2339	CP058579_3159	100	42	42	0	0	0	42	100	1	42	42	100	100	54	95	95	3.74e-26	85.9	211
fig|2743089.3.peg.2340	CP058579_3153	100	34	34	0	0	0	34	100	1	34	34	100	100	30	63	63	1.11e-20	70.5	171
fig|2743089.3.peg.2341	CP058579_1580	100	47	47	0	0	0	47	100	1	47	47	100	100	8	54	54	2.54e-30	95.5	236
fig|2743089.3.peg.2342	CP058579_3143	100	71	71	0	0	0	71	100	1	71	71	100	100	1	71	71	2.4e-48	142	358
fig|2743089.3.peg.2343|HUG12_09795	CP058579_3141	99.632	271	272	1	0	0	272	100	1	272	272	100	100	72	343	343	0	531	1367
fig|2743089.3.peg.2344|HUG12_09800	CP058579_1603	99.485	193	194	1	0	0	194	100	1	194	194	100	100	138	331	331	3.39e-149	412	1059
fig|2743089.3.peg.2345|HUG12_09805	CP058579_1610	100	127	127	0	0	0	127	100	1	127	127	100	100	13	139	139	4.9e-91	254	650
fig|2743089.3.peg.2346	CP058579_3111	100	43	43	0	0	0	43	100	1	43	43	100	100	1	43	43	7.62e-29	91.3	225
fig|2743089.3.peg.2347|HUG12_09810	CP058579_3107	100	278	278	0	0	0	278	100	1	278	278	100	100	1	278	278	0	564	1454
fig|2743089.3.peg.2348|HUG12_09815	CP058579_3094	100	151	151	0	0	0	151	100	1	151	151	100	100	25	175	175	2.59e-111	308	790
fig|2743089.3.peg.2349|HUG12_09820	CP058579_3085	100	187	187	0	0	0	187	100	1	187	187	100	100	26	212	212	2.03e-141	387	995
fig|2743089.3.peg.2350|HUG12_09825	CP058579_3076	100	286	286	0	0	0	286	100	1	286	286	100	100	17	302	302	0	573	1476
fig|2743089.3.peg.2351|HUG12_09830	CP058579_3058	100	116	116	0	0	0	116	100	1	116	116	100	100	39	154	154	4.66e-85	239	611
fig|2743089.3.peg.2352|HUG12_09835	CP058579_3051	100	119	119	0	0	0	119	100	1	119	119	100	100	1	119	119	3.36e-84	236	603
fig|2743089.3.peg.2353|HUG12_09840	CP058579_3046	98.81	83	84	1	0	0	84	100	1	84	84	100	100	2	85	85	7.5e-57	164	416
fig|2743089.3.peg.2354	CP058579_3042	100	92	92	0	0	0	92	100	1	92	92	100	100	1	92	92	9.11e-64	182	463
fig|2743089.3.peg.2355|HUG12_09845	CP058579_3039	100	155	155	0	0	0	155	100	1	155	155	100	100	1	155	155	7.5e-111	306	785
fig|2743089.3.peg.2356|HUG12_09850	CP058579_3033	99.558	225	226	1	0	0	226	100	1	226	226	100	100	103	328	328	1.32e-163	450	1157
fig|2743089.3.peg.2357|HUG12_09855	CP058579_3016	100	113	113	0	0	0	113	100	1	113	113	100	100	1	113	113	3.32e-86	241	615
fig|2743089.3.peg.2358	CP058579_1733	100	43	43	0	0	0	43	100	1	43	43	100	100	1	43	43	5.24e-29	91.7	226
fig|2743089.3.peg.2359	CP058579_1736	100	56	56	0	0	0	56	100	1	56	56	100	100	1	56	56	1.82e-39	119	297
fig|2743089.3.peg.2360|HUG12_09860	CP058579_1741	100	149	149	0	0	0	149	100	1	149	149	100	100	1	149	149	2.45e-109	302	774
fig|2743089.3.peg.2361|HUG12_09865	CP058579_2992	100	268	268	0	0	0	268	100	1	268	268	100	100	22	289	289	0	548	1413
fig|2743089.3.peg.2362|HUG12_09870	CP058579_1762	100	133	133	0	0	0	133	100	1	133	133	100	100	6	138	138	2.09e-97	271	693
fig|2743089.3.peg.2363|HUG12_09875	CP058579_1779	100	495	495	0	0	0	495	100	1	495	495	100	100	1	495	495	0	1022	2642
fig|2743089.3.peg.2364|HUG12_09880	CP058579_1804	100	676	676	0	0	0	676	100	1	676	676	100	100	1	676	676	0	1370	3545
fig|2743089.3.peg.2365|HUG12_09885	CP058579_1810	100	136	136	0	0	0	136	100	1	136	136	100	100	1	136	136	1.26e-101	282	721
fig|2743089.3.peg.2366|HUG12_09890	CP058579_1826	100	394	394	0	0	0	394	100	1	394	394	100	100	1	394	394	0	812	2098
fig|2743089.3.peg.2367|HUG12_09895	CP058579_1852	100	723	723	0	0	0	723	100	1	723	723	100	100	1	723	723	0	1496	3873
fig|2743089.3.peg.2368|HUG12_09900	CP058579_1854	100	70	70	0	0	0	70	100	1	70	70	100	100	13	82	82	1.17e-45	135	341
fig|2743089.3.peg.2369|HUG12_09905	CP058579_1870	100	688	688	0	0	0	688	100	1	688	688	100	100	2	689	689	0	1385	3584
fig|2743089.3.peg.2370|HUG12_09910	CP058579_1875	100	165	165	0	0	0	165	100	1	165	165	100	100	1	165	165	1.42e-120	332	851
fig|2743089.3.peg.2371|HUG12_09915	CP058579_1884	100	177	177	0	0	0	177	100	1	177	177	100	100	17	193	193	2.36e-134	369	946
fig|2743089.3.peg.2372|HUG12_09920	CP058579_2814	100	78	78	0	0	0	78	100	1	78	78	100	100	1	78	78	5.33e-55	159	403
fig|2743089.3.peg.2373	CP058579_2810	100	79	79	0	0	0	79	100	1	79	79	100	100	1	79	79	9.84e-57	164	414
