target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
JNCS01000001_1020	-	803	43826_NZ_CP071597.1_2599	-	712	4.5e-282	939.9	12.4	1	1	9.5e-286	5.4e-282	939.6	12.4	1	708	1	699	1	703	0.99	[75770 - 78178] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	698	0.9803370786516854
NZ_CP071597.1_2599	-	769	43826_NZ_CP071597.1_2599	-	712	4e-281	936.7	0	1	1	7.9e-285	4.5e-281	936.6	0	2	706	5	768	1	769	0.98	[20694 - 18388] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	763	1.071629213483146
CP048739_1023	-	725	43826_NZ_CP071597.1_2599	-	712	2.3e-265	884.7	4.6	1	1	4.4e-269	2.5e-265	884.5	4.6	2	705	5	722	1	725	0.98	[71986 - 74160] [Halogeometricum borinquense strain wsp4 | 60847.21]	717	1.0070224719101124
ATYM01000002_1350	-	842	43826_NZ_CP071597.1_2599	-	712	1.8e-236	789.1	1	1	1	5.5e-240	3.1e-236	788.3	1	1	709	7	680	7	683	0.97	[84873 - 87398] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	673	0.9452247191011236
Ga0207733_100382_789	-	919	43826_NZ_CP071597.1_2599	-	712	1.8e-223	746.1	0.1	1	1	4.8e-227	2.7e-223	745.5	0.1	1	709	1	674	1	677	0.96	[14761 - 12005] (REVERSE SENSE)	673	0.9452247191011236
Ga0207719_100190_412	-	919	43826_NZ_CP071597.1_2599	-	712	5.5e-223	744.6	0.1	1	1	1.5e-226	8.3e-223	744	0.1	1	709	1	674	1	677	0.96	[21468 - 24224]	673	0.9452247191011236
LOEP01000012_783	-	831	43826_NZ_CP071597.1_2599	-	712	2e-219	732.7	4.5	1	1	5e-223	2.8e-219	732.3	4.5	1	709	4	678	1	681	0.97	[45246 - 47738] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	674	0.9466292134831461
Ga0207719_100190_424	-	343	43833_NZ_CP071597.1_2606	-	325	1.3e-173	578.7	0.6	1	1	1e-177	1.4e-173	578.5	0.6	1	325	19	343	19	343	1	[24170 - 25198]	324	0.9969230769230769
Ga0207733_100382_799	-	347	43833_NZ_CP071597.1_2606	-	325	1.9e-173	578.1	1.2	1	1	1.6e-177	2.2e-173	577.9	1.2	1	325	19	343	19	343	1	[12059 - 11019] (REVERSE SENSE)	324	0.9969230769230769
LOEP01000012_795	-	325	43833_NZ_CP071597.1_2606	-	325	1.2e-172	575.5	1	1	1	9.6e-177	1.3e-172	575.3	1	1	325	1	325	1	325	1	[47748 - 48722] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	324	0.9969230769230769
ATYM01000002_1358	-	325	43833_NZ_CP071597.1_2606	-	325	9.6e-171	569.2	1.5	1	1	7.8e-175	1.1e-170	569.1	1.5	1	325	1	325	1	325	1	[87401 - 88375] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	324	0.9969230769230769
CP048739_1029	-	435	43833_NZ_CP071597.1_2606	-	325	1.5e-170	568.6	0.5	1	1	1.3e-174	1.8e-170	568.3	0.5	2	325	112	435	111	435	0.99	[73833 - 75137] [Halogeometricum borinquense strain wsp4 | 60847.21]	323	0.9938461538461538
JNCS01000001_1025	-	326	43833_NZ_CP071597.1_2606	-	325	6.3e-164	546.8	2.6	1	1	5.1e-168	7e-164	546.7	2.6	4	325	5	326	1	326	0.99	[78178 - 79155] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	321	0.9876923076923076
NZ_CP071597.1_2606	-	331	43833_NZ_CP071597.1_2606	-	325	6.7e-147	490.9	0.7	1	1	5.9e-151	8.1e-147	490.6	0.7	5	325	9	331	5	331	0.99	[18375 - 17383] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	322	0.9907692307692307
LOEP01000012_808	-	640	43865_NZ_CP071597.1_2638	-	505	1.7e-116	392.3	0.1	1	1	8.7e-120	1.9e-116	392.1	0.1	75	475	15	432	1	564	0.83	[48722 - 50641] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	417	0.8257425742574257
ATYM01000002_1376	-	657	43865_NZ_CP071597.1_2638	-	505	2.4e-113	381.9	0.2	1	1	1.3e-116	2.8e-113	381.7	0.2	57	474	19	448	2	571	0.83	[88324 - 90294] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	429	0.8495049504950495
Ga0207719_100190_441	-	656	43865_NZ_CP071597.1_2638	-	505	1.3e-112	379.4	0.1	1	1	7.4e-116	1.6e-112	379.1	0.1	54	475	16	444	2	565	0.84	[25147 - 27114]	428	0.8475247524752475
Ga0207733_100382_817	-	639	43865_NZ_CP071597.1_2638	-	505	3.8e-112	377.9	0.1	1	1	1.9e-115	4.2e-112	377.8	0.1	75	473	15	425	1	553	0.84	[10797 - 8881] (REVERSE SENSE)	410	0.8118811881188119
JNCS01000001_1032	-	834	43865_NZ_CP071597.1_2638	-	505	7.9e-109	367	0.1	1	1	4.3e-112	9.4e-109	366.7	0.1	60	475	202	624	81	745	0.83	[78564 - 81065] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	422	0.8356435643564356
NZ_CP071597.1_2638	-	643	43865_NZ_CP071597.1_2638	-	505	2.3e-108	365.4	0	1	1	1.4e-111	3.1e-108	365.1	0	75	478	18	428	3	553	0.87	[16792 - 14864] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	410	0.8118811881188119
CP048739_1069	-	688	43865_NZ_CP071597.1_2638	-	505	3.8e-101	341.6	0	1	1	2.1e-104	4.7e-101	341.3	0	56	479	48	482	9	595	0.83	[75990 - 78053] [Halogeometricum borinquense strain wsp4 | 60847.21]	434	0.8594059405940594
JNCS01000001_865	-	708	43865_NZ_CP071597.1_2638	-	505	2.7e-16	61.7	1	1	1	1.8e-18	4e-15	57.9	0.9	68	489	90	515	19	566	0.7	[63156 - 65279] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	425	0.8415841584158416
Ga0207718_100100_1006	-	468	43865_NZ_CP071597.1_2638	-	505	6.2e-14	53.9	0.2	1	1	1.2e-16	2.7e-13	51.8	0.2	69	457	62	419	4	460	0.69	[74313 - 75716]	357	0.7069306930693069
JGI12330J12834_1000008_1244	-	468	43865_NZ_CP071597.1_2638	-	505	1.6e-11	46	0.6	1	1	2.6e-13	5.7e-10	40.9	0.6	68	477	54	436	4	460	0.69	[81371 - 82774]	382	0.7564356435643564
Ga0207719_100190_444	-	138	43868_NZ_CP071597.1_2641	-	138	3.3e-63	214.1	8.6	1	1	4.9e-67	3.6e-63	214	8.6	1	137	1	138	1	138	0.99	[27114 - 27527]	137	0.9927536231884058
Ga0207733_100382_820	-	138	43868_NZ_CP071597.1_2641	-	138	3.3e-63	214.1	8.6	1	1	4.9e-67	3.6e-63	214	8.6	1	137	1	138	1	138	0.99	[8881 - 8468] (REVERSE SENSE)	137	0.9927536231884058
ATYM01000002_1381	-	145	43868_NZ_CP071597.1_2641	-	138	6.6e-63	213.1	10.9	1	1	1e-66	7.4e-63	213	10.9	2	137	9	145	8	145	0.99	[90270 - 90704] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	136	0.9855072463768116
LOEP01000012_812	-	148	43868_NZ_CP071597.1_2641	-	138	2.9e-62	211	11.1	1	1	4.6e-66	3.4e-62	210.8	11.1	1	137	10	147	10	148	0.99	[50617 - 51060] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	137	0.9927536231884058
JNCS01000001_1037	-	150	43868_NZ_CP071597.1_2641	-	138	1.9e-61	208.4	8.9	1	1	2.9e-65	2.1e-61	208.2	8.9	1	137	14	150	14	150	0.99	[81026 - 81475] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	136	0.9855072463768116
NZ_CP071597.1_2641	-	147	43868_NZ_CP071597.1_2641	-	138	1.2e-53	183.1	5.6	1	1	1.8e-57	1.4e-53	182.9	5.6	2	138	7	143	6	143	0.98	[14868 - 14428] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	136	0.9855072463768116
CP048739_1075	-	136	43868_NZ_CP071597.1_2641	-	138	1.8e-50	172.8	4.6	1	1	2.7e-54	2e-50	172.7	4.6	8	138	1	135	1	135	0.97	[78215 - 78622] [Halogeometricum borinquense strain wsp4 | 60847.21]	134	0.9710144927536232
CP058579_1096	-	214	43895_NZ_CP071597.1_2668	-	252	3.8e-70	238.8	0	1	1	1.8e-74	4.4e-70	238.6	0	3	170	32	203	14	213	0.97	[78760 - 79401] [Halobonum sp. NJ-3-1 | 2743089.3]	171	0.6785714285714286
NZ_CP071597.1_2668	-	215	43895_NZ_CP071597.1_2668	-	252	6.1e-67	228.3	0.2	1	1	3.2e-71	7.8e-67	227.9	0.2	3	171	33	204	18	210	0.97	[13271 - 12627] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	171	0.6785714285714286
CP048739_1098	-	199	43895_NZ_CP071597.1_2668	-	252	5e-66	225.3	2.9	1	1	2.4e-70	5.8e-66	225.1	2.9	3	169	25	199	10	199	0.98	[79490 - 80086] [Halogeometricum borinquense strain wsp4 | 60847.21]	174	0.6904761904761905
CP010426.1_3837	-	342	43895_NZ_CP071597.1_2668	-	252	2.5e-40	141.1	4.1	1	1	1.7e-44	4e-40	140.4	4.1	5	215	19	225	15	240	0.91	[201395 - 202420] Archaeon GW2011_AR20 chromosome, complete genome	206	0.8174603174603174
CP058579_1183	-	599	44002_NZ_CP071597.1_2775	-	577	2e-269	897.4	10.8	1	1	1.8e-273	2.2e-269	897.3	10.8	2	575	6	598	1	599	0.99	[85087 - 86883] [Halobonum sp. NJ-3-1 | 2743089.3]	592	1.025996533795494
NZ_CP071597.1_2775	-	614	44002_NZ_CP071597.1_2775	-	577	5.3e-254	846.5	18.9	1	1	5.6e-258	6.7e-254	846.1	18.9	3	575	14	610	10	612	0.99	[7827 - 5986] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	596	1.0329289428076256
JABURA010000001_141	-	605	44002_NZ_CP071597.1_2775	-	577	1.9e-238	795.1	15.3	1	1	1.8e-242	2.2e-238	794.9	15.3	2	573	18	605	15	605	0.99	[8411 - 10225] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	587	1.0173310225303294
CP048739_1631	-	574	44002_NZ_CP071597.1_2775	-	577	3.1e-215	718.5	11.7	1	1	2.9e-219	3.5e-215	718.3	11.7	5	576	1	573	1	574	0.99	[60742 - 59021] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	572	0.9913344887348353
ATYM01000002_2126	-	565	44002_NZ_CP071597.1_2775	-	577	2.8e-211	705.4	22.1	1	1	2.8e-215	3.4e-211	705.1	22.1	5	575	1	549	1	551	0.99	[79487 - 77793] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	548	0.949740034662045
LOEP01000012_1140	-	574	44002_NZ_CP071597.1_2775	-	577	7.9e-211	703.9	15.5	1	1	8e-215	9.6e-211	703.6	15.5	6	575	3	554	1	556	0.99	[41407 - 39686] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	551	0.9549393414211439
Ga0207733_100382_307	-	580	44002_NZ_CP071597.1_2775	-	577	3.6e-173	579.6	15.9	1	1	3.7e-177	4.5e-173	579.3	15.9	5	574	19	569	16	572	0.97	[18494 - 20233]	550	0.9532062391681109
Ga0207719_100190_1151	-	580	44002_NZ_CP071597.1_2775	-	577	9.9e-173	578.1	15.8	1	1	1e-176	1.2e-172	577.8	15.8	5	574	19	569	16	572	0.97	[17735 - 15996] (REVERSE SENSE)	550	0.9532062391681109
NZ_CP071597.1_2800	-	156	44027_NZ_CP071597.1_2800	-	156	4.8e-95	317.9	1.2	1	1	1.1e-99	5.3e-95	317.7	1.2	1	156	1	156	1	156	1	[4533 - 4066] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	155	0.9935897435897436
CP058579_1209	-	116	44027_NZ_CP071597.1_2800	-	156	2.2e-61	208.5	0.7	1	1	4.9e-66	2.4e-61	208.4	0.7	33	155	1	113	1	116	0.99	[88538 - 88885] [Halobonum sp. NJ-3-1 | 2743089.3]	112	0.717948717948718
LOEP01000012_1192	-	448	44058_NZ_CP071597.1_2831	-	445	7.4e-229	762.3	0.7	1	1	1.1e-232	8.2e-229	762.1	0.7	7	445	9	448	1	448	0.99	[36872 - 35529] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	439	0.9865168539325843
Ga0207733_100382_360	-	448	44058_NZ_CP071597.1_2831	-	445	3.4e-226	753.5	0.2	1	1	5.1e-230	3.8e-226	753.4	0.2	3	445	4	448	1	448	0.99	[23006 - 24349]	444	0.9977528089887641
Ga0207719_100190_1206	-	448	44058_NZ_CP071597.1_2831	-	445	3.8e-226	753.3	0.2	1	1	5.7e-230	4.3e-226	753.2	0.2	3	445	4	448	1	448	0.99	[13223 - 11880] (REVERSE SENSE)	444	0.9977528089887641
ATYM01000002_2178	-	438	44058_NZ_CP071597.1_2831	-	445	4.4e-211	703.7	0.6	1	1	6.5e-215	4.9e-211	703.6	0.6	9	445	2	438	1	438	0.99	[75041 - 73728] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	436	0.9797752808988764
NZ_CP071597.1_2831	-	489	44058_NZ_CP071597.1_2831	-	445	3.6e-197	657.8	0	1	1	5.7e-201	4.2e-197	657.6	0	5	445	39	489	26	489	0.98	[3324 - 1858] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	450	1.0112359550561798
JABURA010000001_182	-	470	44058_NZ_CP071597.1_2831	-	445	8.1e-194	646.8	0.3	1	1	3.4e-196	2.5e-192	641.9	0.3	3	444	34	451	32	452	0.99	[12643 - 14052] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	417	0.9370786516853933
CP048739_1680	-	414	44058_NZ_CP071597.1_2831	-	445	1.7e-167	560.1	0.1	1	2	2.2e-101	1.6e-97	329.4	0	1	237	2	238	2	240	0.99	[56225 - 54984] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	236	0.5303370786516854
CP058579_1240	-	529	44058_NZ_CP071597.1_2831	-	445	5.8e-14	54	0.9	1	1	9.7e-17	7.2e-13	50.4	0.9	108	443	186	526	130	528	0.7	[89726 - 91312] [Halobonum sp. NJ-3-1 | 2743089.3]	340	0.7640449438202247
LOEP01000012_79	-	51	44169_LOEP01000012_79	-	50	7.7e-32	111.6	3.7	1	1	6.9e-36	8.4e-32	111.4	3.7	1	50	1	51	1	51	0.99	[3513 - 3665] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	50	1
JABURA010000001_569	-	50	44169_LOEP01000012_79	-	50	1.3e-30	107.6	5.3	1	1	1.2e-34	1.4e-30	107.5	5.3	1	50	1	50	1	50	0.99	[40888 - 41037] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	49	0.98
JNCS01000001_2188	-	45	44169_LOEP01000012_79	-	50	7.9e-27	95.5	3.2	1	1	7.1e-31	8.6e-27	95.4	3.2	1	50	1	45	1	45	0.99	[37636 - 37502] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	44	0.88
ATYM01000002_767	-	89	44169_LOEP01000012_79	-	50	2.9e-23	84.1	1.4	1	1	3.3e-27	4e-23	83.7	1.4	1	50	39	89	39	89	0.98	[51078 - 51344] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	50	1
JGI12330J12834_1000008_2163	-	79	44169_LOEP01000012_79	-	50	3.4e-17	64.7	2.8	1	1	4.2e-21	5.1e-17	64.1	2.8	1	50	30	78	30	78	0.98	[54919 - 54683] (REVERSE SENSE)	48	0.96
LOEP01000012_87	-	112	44177_LOEP01000012_87	-	112	4.7e-71	238.4	2.3	1	1	1.1e-75	5.2e-71	238.3	2.3	1	112	1	112	1	112	1	[3861 - 4196] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	111	0.9910714285714286
ATYM01000002_777	-	104	44177_LOEP01000012_87	-	112	1.5e-59	201.3	1.5	1	1	3.5e-64	1.7e-59	201.2	1.5	8	112	1	104	1	104	0.99	[51562 - 51873] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	103	0.9196428571428571
ATYM01000002_782	-	80	44183_LOEP01000012_93	-	80	5.5e-46	157.1	8	1	1	1.9e-50	6e-46	157	8	1	80	1	80	1	80	1	[51911 - 52150] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	79	0.9875
LOEP01000012_93	-	79	44183_LOEP01000012_93	-	80	6.4e-46	156.9	7.1	1	1	2.2e-50	7e-46	156.8	7.1	1	80	1	79	1	79	1	[4244 - 4480] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	78	0.975
ATYM01000002_871	-	110	44419_LOEP01000012_329	-	110	2.8e-63	213.5	7.3	1	1	9.5e-68	3.1e-63	213.4	7.3	1	110	1	110	1	110	1	[57455 - 57784] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	109	0.990909090909091
LOEP01000012_329	-	95	44419_LOEP01000012_329	-	110	4.3e-47	161.4	2.8	1	1	1.5e-51	4.9e-47	161.3	2.8	23	110	1	87	1	87	1	[20068 - 20352] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	86	0.7818181818181819
ATYM01000002_895	-	634	44437_LOEP01000012_347	-	634	0	1353.4	65.9	1	1	0	0	1353.2	65.9	1	634	1	634	1	634	1	[57842 - 59743] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	633	0.998422712933754
LOEP01000012_347	-	632	44437_LOEP01000012_347	-	634	0	1200.7	63.2	1	1	0	0	1200.5	63.2	2	634	11	632	8	632	1	[20374 - 22269] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	621	0.9794952681388013
LOEP01000012_351	-	90	44441_LOEP01000012_351	-	90	4.2e-52	176.9	1.3	1	1	9.6e-57	4.6e-52	176.8	1.3	1	90	1	90	1	90	1	[22269 - 22538] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	89	0.9888888888888889
ATYM01000002_899	-	86	44441_LOEP01000012_351	-	90	1e-46	159.6	0.3	1	1	2.3e-51	1.1e-46	159.5	0.3	1	90	1	86	1	86	1	[59743 - 60000] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	85	0.9444444444444444
ATYM01000002_909	-	227	44447_LOEP01000012_357	-	215	3.9e-125	417.7	6.3	1	1	1.4e-129	4.5e-125	417.5	6.3	4	215	16	227	11	227	0.99	[59984 - 60664] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	211	0.9813953488372092
LOEP01000012_357	-	210	44447_LOEP01000012_357	-	215	2.6e-123	411.8	2.1	1	1	8.9e-128	2.9e-123	411.6	2.1	1	213	1	210	1	210	1	[22528 - 23157] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	209	0.9720930232558139
ATYM01000002_1260	-	167	44824_LOEP01000012_734	-	140	5.9e-72	242.8	23.3	1	1	9e-76	6.7e-72	242.7	23.3	1	140	28	167	28	167	0.99	[80473 - 80973] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	139	0.9928571428571429
LOEP01000012_734	-	143	44824_LOEP01000012_734	-	140	4.7e-70	236.7	22.4	1	1	7e-74	5.2e-70	236.5	22.4	1	140	4	143	4	143	0.99	[42509 - 42937] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	139	0.9928571428571429
Ga0207719_100190_352	-	143	44824_LOEP01000012_734	-	140	1.8e-69	234.8	15.7	1	1	2.6e-73	1.9e-69	234.7	15.7	1	140	1	143	1	143	0.97	[18807 - 19235]	142	1.0142857142857142
Ga0207733_100382_729	-	143	44824_LOEP01000012_734	-	140	1.8e-69	234.8	15.7	1	1	2.6e-73	1.9e-69	234.7	15.7	1	140	1	143	1	143	0.97	[17422 - 16994] (REVERSE SENSE)	142	1.0142857142857142
JGI12330J12834_1000008_2924	-	121	44824_LOEP01000012_734	-	140	2e-42	147.1	22.1	1	1	2.9e-46	2.1e-42	147	22.1	21	138	5	119	1	121	0.98	[4575 - 4213] (REVERSE SENSE)	114	0.8142857142857143
Ga0207718_100100_2717	-	118	44824_LOEP01000012_734	-	140	1.3e-39	138	26.2	1	1	1.9e-43	1.4e-39	137.9	26.2	19	137	3	117	1	118	0.98	[3038 - 2685] (REVERSE SENSE)	114	0.8142857142857143
CP058579_39	-	132	44824_LOEP01000012_734	-	140	1e-13	54.1	9.4	1	1	1.6e-17	1.2e-13	53.9	9.4	21	129	10	122	7	131	0.88	[3694 - 4089] [Halobonum sp. NJ-3-1 | 2743089.3]	112	0.8
Ga0207733_100382_789	-	919	44873_LOEP01000012_783	-	728	7.5e-280	932.6	0	1	1	2.4e-283	9.1e-280	932.4	0	1	717	1	782	1	834	0.93	[14761 - 12005] (REVERSE SENSE)	781	1.0728021978021978
Ga0207719_100190_412	-	919	44873_LOEP01000012_783	-	728	1.8e-279	931.4	0	1	1	5.8e-283	2.1e-279	931.1	0	1	717	1	782	1	833	0.93	[21468 - 24224]	781	1.0728021978021978
ATYM01000002_1350	-	842	44873_LOEP01000012_783	-	728	1.1e-271	905.6	0	1	1	3.8e-275	1.4e-271	905.3	0	1	703	7	693	7	811	0.94	[84873 - 87398] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	686	0.9423076923076923
JNCS01000001_1020	-	803	44873_LOEP01000012_783	-	728	8.4e-267	889.5	9.6	1	1	2.7e-270	1e-266	889.3	9.6	1	717	1	744	1	785	0.94	[75770 - 78178] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	743	1.0206043956043955
LOEP01000012_783	-	831	44873_LOEP01000012_783	-	728	1.3e-264	882.3	1.7	1	1	4.1e-268	1.5e-264	882.1	1.7	1	706	4	728	1	807	0.92	[45246 - 47738] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	724	0.9945054945054945
CP048739_1023	-	725	44873_LOEP01000012_783	-	728	3.7e-234	781.6	0	1	1	1.2e-237	4.4e-234	781.3	0	2	693	6	722	1	724	0.99	[71986 - 74160] [Halogeometricum borinquense strain wsp4 | 60847.21]	716	0.9835164835164835
NZ_CP071597.1_2599	-	769	44873_LOEP01000012_783	-	728	2.4e-208	696.2	0	1	1	8.1e-212	3e-208	695.9	0	3	693	7	767	1	768	0.97	[20694 - 18388] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	760	1.043956043956044
Ga0207719_100190_447	-	99	44905_LOEP01000012_815	-	93	2.2e-53	180.8	3	1	1	1.2e-57	2.4e-53	180.7	3	2	93	7	99	1	99	0.97	[27566 - 27862]	92	0.989247311827957
Ga0207733_100382_823	-	99	44905_LOEP01000012_815	-	93	2.2e-53	180.8	3	1	1	1.2e-57	2.4e-53	180.7	3	2	93	7	99	1	99	0.97	[8429 - 8133] (REVERSE SENSE)	92	0.989247311827957
LOEP01000012_815	-	94	44905_LOEP01000012_815	-	93	4.1e-49	167.1	3.4	1	1	2.3e-53	4.5e-49	167	3.4	1	91	1	91	1	94	0.98	[51112 - 51393] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	90	0.967741935483871
ATYM01000002_1408	-	92	44905_LOEP01000012_815	-	93	4.4e-48	163.8	5.1	1	1	2.5e-52	4.7e-48	163.7	5.1	3	92	2	91	1	92	0.98	[92176 - 92451] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	89	0.956989247311828
LOEP01000012_860	-	227	44950_LOEP01000012_860	-	227	2.9e-128	428.8	34.8	1	1	2.4e-132	3.3e-128	428.6	34.8	1	225	1	226	1	227	1	[53821 - 54501] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	225	0.9911894273127754
Ga0207719_100190_828	-	227	44950_LOEP01000012_860	-	227	6.1e-127	424.4	36.1	1	1	5e-131	6.8e-127	424.3	36.1	1	227	1	227	1	227	1	[37563 - 36883] (REVERSE SENSE)	226	0.9955947136563876
Ga0207733_100382_3	-	182	44950_LOEP01000012_860	-	227	9.8e-101	338.7	30.1	1	1	7.9e-105	1.1e-100	338.6	30.1	46	227	1	182	1	182	1	[4 - 549]	181	0.7973568281938326
CP010426.1_4954	-	761	44961_LOEP01000012_871	-	280	2.4e-209	695.6	0	1	2	2.5e-104	5.3e-101	340.2	0	24	272	198	470	160	478	0.9	[261739 - 264021] Archaeon GW2011_AR20 chromosome, complete genome	272	0.9714285714285714
CP010426.1_4954	-	761	44961_LOEP01000012_871	-	280	2.4e-209	695.6	0	2	2	2.6e-108	5.6e-105	353.2	0	25	273	479	732	470	749	0.91	[261739 - 264021] Archaeon GW2011_AR20 chromosome, complete genome	253	0.9035714285714286
